id,name,email,amount,date,category,active,quantity,rating
rec-000042,Holly Ortega,garrick.watkins@hansen.org,221.87,2024-08-28T17:27:05+05:30,garden,true,32,2.7
rec-000043,Silas Ray,steve_wright@armstrong.io,743.67,2025-12-04T17:27:05+05:30,sports,true,60,2.0
rec-000044,Jon Hermann,carlistephens@jones.biz,300.52,2026-02-09T17:27:05+05:30,food,true,48,0.5
rec-000045,Jasper Singh,arowe@elliott.name,249.28,2026-01-16T17:27:05+05:30,toys,false,5,0.6
rec-000046,Barton Becker,ahill@owen.net,965.98,2024-12-12T17:27:05+05:30,food,true,93,1.5
rec-000047,Jacquelyn Martinez,camryn.murray@jackson.com,750.28,2025-11-04T17:27:05+05:30,electronics,true,56,1.8
rec-000048,Marley Foster,luz.swift@grant.org,21.92,2025-10-10T17:27:05+05:30,toys,true,47,3.4
rec-000049,Gay Burns,arnold_rice@hopkins.io,398.70,2025-07-02T17:27:05+05:30,health,true,37,4.7
rec-000050,Gia Daniel,afeeney@riley.name,66.67,2026-04-23T17:27:05+05:30,automotive,false,87,0.9
rec-000051,Lonny Carroll,genecook@garrison.info,324.17,2026-04-27T17:27:05+05:30,furniture,true,99,4.6
rec-000052,,kadepaul@barnes.io,720.12,2025-05-17T17:27:05+05:30,garden,true,82,2.5
rec-000053,Mac Turner,esther.brown45@fletcher.io,20.17,2026-01-22T17:27:05+05:30,electronics,true,97,0.1
rec-000054,Ernest Jones,cassandreconroy@zamora.biz,672.96,2024-09-17T17:27:05+05:30,furniture,true,27,1.4
rec-000055,Rudy Hale,colleenbennett7@stark.biz,914.13,2025-08-02T17:27:05+05:30,sports,true,21,3.1
rec-000056,Beth Henry,artharrison@purdy.net,613.37,2025-05-11T17:27:05+05:30,furniture,true,63,1.2
rec-000057,Ralph Peters,amyhamilton@kennedy.net,94.43,2026-04-27T17:27:05+05:30,food,true,19,2.5
rec-000058,Emmie Shaw,alia.gray@franklin.name,583.36,2025-07-11T17:27:05+05:30,automotive,true,47,2.7
rec-000059,Clara Walter,kayleyvaldez@watts.com,266.92,2025-09-21T17:27:05+05:30,books,true,53,1.8
rec-000060,Coralie Jones,keirapalmer@wilkinson.biz,411.37,2024-12-29T17:27:05+05:30,health,true,18,0.5
rec-000061,Ryan Green,gladysauer@holmes.info,185.41,2025-03-20T17:27:05+05:30,garden,true,22,2.8
rec-000062,Paige Fisher,asmith@glenn.net,917.69,2025-01-11T17:27:05+05:30,furniture,true,91,0.7
rec-000063,Parker Stokes,mabeldean44@armstrong.io,207.97,2025-02-03T17:27:05+05:30,clothing,true,72,2.1
rec-000064,Annabel Walters,carole.ferguson18@hammond.io,900.88,2026-04-04T17:27:05+05:30,automotive,true,28,1.8
rec-000065,Marta Hudson,calir@oliver.biz,821.57,2025-12-29T17:27:05+05:30,sports,true,3,1.0
rec-000066,Teresa Richardson,catalina-wyatt@ramos.biz,408.41,2025-09-11T17:27:05+05:30,clothing,true,70,2.7
rec-000067,Braxton Diaz,simoneh@cooper.com,488.47,2026-05-14T17:27:05+05:30,toys,false,70,1.3
rec-000068,Kiana Wilkins,miajacobson@navarro.com,129.43,2024-10-29T17:27:05+05:30,furniture,false,21,3.5
rec-000069,Ben Townsend,murielfuller@boyle.info,980.69,2024-10-25T17:27:05+05:30,automotive,true,29,2.4
rec-000070,Shane Li,jameson-cole@fleming.name,968.76,2025-01-16T17:27:05+05:30,toys,true,46,1.6
rec-000071,Ezequiel Sims,adelabarrows@scott.name,993.94,2025-12-21T17:27:05+05:30,food,false,69,4.9
rec-000072,Kaley Gross,sierrasutton@tate.io,875.11,2024-07-11T17:27:05+05:30,garden,false,9,2.6
rec-000073,Anika Robbins,juliushall@mason.net,841.51,2025-09-27T17:27:05+05:30,furniture,true,80,1.5
rec-000074,Ramon Beatty,arianem@holland.org,390.12,2025-12-21T17:27:05+05:30,furniture,true,53,2.1
rec-000075,Chase Howell,sheilafox@price.info,189.25,2024-09-11T17:27:05+05:30,food,true,16,3.4
rec-000076,Barry Henderson,ibrahim_henderson@lindgren.org,482.41,2024-09-29T17:27:05+05:30,electronics,true,36,1.2
rec-000077,Albin Webb,cesarstevenson@hammond.io,814.51,2025-10-02T17:27:05+05:30,books,true,71,2.3
rec-000078,Dovie Beahan,rspencer@doyle.com,948.05,2024-07-20T17:27:05+05:30,books,true,39,4.0
rec-000079,Neha Owens,billdietrich@wu.net,658.21,2025-12-31T17:27:05+05:30,automotive,true,53,3.1
rec-000080,Dariana Koch,elin@gill.biz,725.84,2026-05-30T17:27:05+05:30,books,true,65,3.3
rec-000081,Shirley Wallace,garfieldberry@mann.com,562.52,2025-07-14T17:27:05+05:30,garden,false,53,2.8
rec-000082,Jana Hawkins,joy.santiago@morris.net,435.86,2026-05-04T17:27:05+05:30,automotive,false,32,1.4
rec-000083,Talia Mccarthy,cullen.goodwin@wilcox.org,28.95,not-a-date,sports,true,22,4.3
rec-000084,Justina Evans,charlie.schaefer@wolff.name,763.39,2024-09-14T17:27:05+05:30,books,true,76,4.6
rec-000085,Bernadine Ortega,dwood51@atkinson.biz,131.95,2026-03-06T17:27:05+05:30,clothing,true,3,4.9
rec-000086,Darryl Mitchell,agarcia@richardson.net,313.23,2025-06-14T17:27:05+05:30,clothing,true,46,3.7
rec-000087,Hellen Armstrong,heather.miles@abernathy.org,530.68,2024-08-23T17:27:05+05:30,clothing,true,68,4.7
rec-000088,Lilly Schmitt,earlenegottlieb@hanson.io,245.02,2026-05-18T17:27:05+05:30,health,false,9,3.1
rec-000089,Albert Kennedy,greta.lucas11@austin.biz,353.45,2024-07-08T17:27:05+05:30,furniture,true,19,1.3
rec-000090,Tina Jensen,darronm@newman.biz,327.30,2024-11-11T17:27:05+05:30,health,true,10,3.5
rec-000091,Lea Sherman,carmelo.hernandez@baldwin.net,826.97,2024-10-01T17:27:05+05:30,furniture,true,53,4.5
rec-000092,Emma Herrera,clara.swift@yang.io,238.26,2024-08-13T17:27:05+05:30,books,true,68,4.1
rec-000093,Cora Brooks,mmanning@townsend.biz,161.30,2024-10-18T17:27:05+05:30,furniture,true,26,4.3
rec-000094,Katherine Farrell,jperez@feeney.net,48.08,2024-08-31T17:27:05+05:30,clothing,true,100,1.5
rec-000095,Dallas Garza,leannemendez16@wolf.org,395.52,2025-07-28T17:27:05+05:30,toys,true,29,1.1
rec-000096,Bridget Gleason,dstephens@lind.net,629.25,2025-10-31T17:27:05+05:30,sports,true,43,4.5
rec-000097,Melody Herrera,brentr15@manning.net,524.26,2025-09-23T17:27:05+05:30,electronics,false,65,3.8
rec-000098,Brooks Sullivan,madysonsandoval69@norman.info,338.52,2025-11-21T17:27:05+05:30,health,false,43,1.7
rec-000099,Calista James,rowansingh@villarreal.io,432.52,2026-01-28T17:27:05+05:30,furniture,true,4,2.2
rec-000100,Earlene Purdy,mia-warren@owens.name,633.98,2025-09-04T17:27:05+05:30,electronics,true,75,4.9
rec-000101,Allene Lopez,dlin@powers.org,493.99,2026-06-17T17:27:05+05:30,automotive,false,34,5.0
rec-000102,Meghan Friesen,haleygrady@marshall.org,571.40,2025-08-09T17:27:05+05:30,books,true,60,1.6
rec-000103,Fabian Lindgren,nedtaylor@doyle.org,514.43,2024-08-29T17:27:05+05:30,furniture,true,38,1.4
rec-000104,Cathy Soto,emilycole@williams.io,374.18,2025-08-03T17:27:05+05:30,sports,false,47,3.1
rec-000105,Harrison Smith,brendon.moore@heller.net,276.62,2026-05-29T17:27:05+05:30,toys,true,62,4.6
rec-000106,Brett Wise,enrique.crawford45@bayer.com,684.69,2024-09-20T17:27:05+05:30,toys,false,4,2.0
rec-000107,Minerva Myers,karelle_schmitt9@lambert.name,186.75,2026-02-21T17:27:05+05:30,clothing,true,23,4.0
rec-000108,Brittany Collier,linamertz@simmons.io,174.64,2025-06-16T17:27:05+05:30,furniture,true,60,4.1
rec-000109,Sheila Murphy,donnas@robinson.biz,199.18,2025-08-30T17:27:05+05:30,automotive,true,60,4.1
rec-000110,Callie Marvin,joyce-martin@ferguson.biz,557.86,2025-03-20T17:27:05+05:30,books,true,99,3.5
rec-000111,Duane Hamilton,kobea@gardner.org,24.10,2025-03-18T17:27:05+05:30,sports,true,57,1.5
rec-000112,Augusta Thornton,abraun@rogers.io,453.89,2024-09-11T17:27:05+05:30,food,true,23,4.1
rec-000113,Celia Roberts,sarmstrong@robbins.net,563.66,2025-07-21T17:27:05+05:30,toys,true,54,2.5
rec-000114,Raquel Considine,vaughngottlieb@rosenbaum.name,256.37,2024-10-22T17:27:05+05:30,furniture,true,4,2.7
rec-000115,Cynthia Wheeler,mitchellt@monahan.name,62.37,2025-05-12T17:27:05+05:30,clothing,true,99,0.5
rec-000116,Albin Cormier,gavin.bradley@montgomery.net,614.22,2025-10-21T17:27:05+05:30,garden,true,10,3.5
rec-000117,Chris Hamilton,cordie_hahn@norris.name,976.10,2025-06-10T17:27:05+05:30,clothing,true,74,0.4
rec-000118,Harmon Gerlach,duncan.castillo@schaefer.net,334.89,2025-02-28T17:27:05+05:30,furniture,true,48,4.1
rec-000119,Camden Hicks,davidhaley@gleason.org,582.05,2025-03-11T17:27:05+05:30,clothing,true,23,1.2
rec-000120,Ignacio Townsend,shawnbell@marks.info,179.45,2025-12-20T17:27:05+05:30,clothing,true,26,0.3
rec-000121,Santiago Walter,shale@jones.info,143.42,not-a-date,health,true,93,1.0
rec-000122,Hiram Wolff,fsmith@pearson.com,941.54,2025-10-04T17:27:05+05:30,garden,true,75,2.9
rec-000123,Lane Turner,albert_williamson@medina.org,257.21,2026-04-17T17:27:05+05:30,garden,true,21,4.3
rec-000124,Pedro Hudson,alysonc@wilson.org,22.48,2026-01-08T17:27:05+05:30,automotive,true,100,2.4
rec-000125,Kelly Rice,hattie-becker@barrows.biz,288.88,2025-09-10T17:27:05+05:30,furniture,false,45,3.6
rec-000126,Hans Sullivan,ardithspencer16@ramos.name,197.23,2024-09-22T17:27:05+05:30,books,false,73,2.6
rec-000127,Gabriel Perkins,jacklyn-dickinson@donnelly.com,659.91,2024-07-27T17:27:05+05:30,books,true,17,4.4
rec-000128,Coby Townsend,jamesonsullivan@wise.com,466.85,2024-11-28T17:27:05+05:30,electronics,true,54,3.1
rec-000129,Sandra Wyman,addison-dean@collins.net,385.10,2025-01-14T17:27:05+05:30,health,false,43,3.3
rec-000130,Chelsie Bernhard,enidschiller@love.org,4.18,2025-08-19T17:27:05+05:30,food,true,10,4.7
rec-000131,George Frazier,jamaalperez@richardson.org,588.77,2024-12-26T17:27:05+05:30,toys,true,49,3.1
rec-000132,Cordie Mills,alessandra.herrera@cormier.biz,536.24,2026-01-07T17:27:05+05:30,automotive,true,17,1.1
rec-000133,Margie Bryant,francesca.leonard@mendoza.name,82.35,2024-11-11T17:27:05+05:30,toys,true,85,4.1
rec-000134,Aliza Nolan,jameson.webb@mcdermott.net,207.95,2026-01-19T17:27:05+05:30,food,true,21,2.5
rec-000135,Jules Sandoval,jude.lawson@koch.io,493.48,2025-08-24T17:27:05+05:30,garden,false,4,1.2
rec-000136,Lawrence Jackson,bulahbayer@carroll.org,97.30,2025-05-27T17:27:05+05:30,garden,true,95,2.4
rec-000137,Aniyah Swanson,opal_henry@fisher.info,-953.00,2024-08-31T17:27:05+05:30,sports,true,30,3.4
rec-000138,Isabell Cummings,aronvalencia@miller.io,199.16,2024-08-30T17:27:05+05:30,clothing,true,54,2.5
rec-000139,Esperanza Burns,amiya-rhodes@barnett.org,901.67,2026-03-20T17:27:05+05:30,health,true,14,4.6
rec-000140,August Hill,alison.stone9@cox.name,169.86,2025-10-27T17:27:05+05:30,toys,true,83,1.7
rec-000141,Nola Mason,lchristiansen@cox.org,40.31,2024-09-06T17:27:05+05:30,clothing,true,82,1.5
rec-000142,Roxanne Tate,angeline_austin@considine.name,530.23,2025-10-02T17:27:05+05:30,food,true,12,3.1
rec-000143,Heidi Ford,chadallen@graham.name,180.34,2026-01-13T17:27:05+05:30,books,true,67,3.2
rec-000144,Keeley Austin,paigebayer@sandoval.io,612.60,2026-02-21T17:27:05+05:30,furniture,true,6,1.8
rec-000145,Carter Vaughn,henry.walker@herrera.biz,404.55,2025-08-29T17:27:05+05:30,furniture,true,52,2.8
rec-000146,Doris Lopez,evelyn.solomon@robinson.com,43.85,2026-03-19T17:27:05+05:30,toys,true,54,3.4
rec-000147,Sophie Purdy,darrelllawrence48@goodwin.org,308.23,2025-05-28T17:27:05+05:30,food,true,34,4.0
rec-000148,Joaquin Maldonado,breanna_jenkins@medina.name,129.98,2026-03-02T17:27:05+05:30,electronics,true,64,3.0
rec-000149,,dalehammond@considine.biz,938.40,2026-03-28T17:27:05+05:30,furniture,true,82,3.4
rec-000150,Juliana Wong,virginia.mueller@wood.io,295.55,2024-06-22T17:27:05+05:30,books,false,70,2.1
rec-000151,Ashlee Robinson,daishaholland@hunter.name,889.47,2025-05-15T17:27:05+05:30,health,true,70,4.9
rec-000152,Jamal Patterson,joypowers@carpenter.net,201.68,2025-03-08T17:27:05+05:30,furniture,true,59,4.3
rec-000153,Marcel Lindgren,brooke.schneider@beahan.com,26.26,2026-05-10T17:27:05+05:30,clothing,true,8,2.4
rec-000154,Althea Moreno,alicetucker@davis.biz,159.99,2025-02-27T17:27:05+05:30,books,true,44,3.4
rec-000155,Fabian Hackett,deontucker@strong.biz,342.54,2024-11-25T17:27:05+05:30,food,false,40,4.7
rec-000156,Constance Horton,sheldont@howe.com,210.30,2024-09-01T17:27:05+05:30,automotive,true,36,2.1
rec-000157,William Stevens,artw@hale.com,500.84,2025-02-11T17:27:05+05:30,garden,true,26,3.1
rec-000158,Karelle Burns,stanley.howell@garrison.io,633.73,2024-11-22T17:27:05+05:30,garden,false,7,2.9
rec-000159,Bernard Wu,arvelterry@romero.name,339.06,2025-06-25T17:27:05+05:30,clothing,true,74,2.3
rec-000160,Alfonzo Allen,selenagardner@watson.info,341.71,2025-02-26T17:27:05+05:30,books,true,45,2.7
rec-000161,Dereck Nichols,lela-shaw@rowe.io,91.52,2024-10-12T17:27:05+05:30,clothing,true,96,0.7
rec-000162,Caleigh Kling,atorres@harper.com,798.62,2024-09-17T17:27:05+05:30,sports,true,6,1.2
rec-000163,Melody Peters,andy_ortiz@gardner.org,233.51,2025-02-05T17:27:05+05:30,clothing,true,12,1.4
rec-000164,Macy Shaw,alizaschmitt@watkins.com,741.50,2024-12-14T17:27:05+05:30,furniture,true,55,1.5
rec-000165,Fabian Freeman,archibald.li@rose.net,373.94,2024-12-18T17:27:05+05:30,garden,true,2,2.4
rec-000166,Harold Moore,damian.connelly@torres.biz,843.00,2024-09-01T17:27:05+05:30,clothing,true,48,2.1
rec-000167,Kaia Weaver,louisa.castillo@campbell.biz,528.06,2025-11-09T17:27:05+05:30,electronics,false,13,3.9
rec-000168,Kylie Oliver,myrtle.todd@franklin.net,904.28,2024-09-30T17:27:05+05:30,health,true,48,3.3
rec-000169,Frankie Abshire,carsonlee@nelson.net,851.56,2024-09-27T17:27:05+05:30,automotive,true,4,2.2
rec-000170,Katherine Donnelly,cwright@marquardt.com,958.18,2025-06-06T17:27:05+05:30,clothing,true,64,0.1
rec-000171,Sydney Stokes,cortney.crawford@kuhn.net,54.42,2024-07-19T17:27:05+05:30,toys,true,81,3.9
rec-000172,Nannie Gardner,rickybutler@kuhn.info,571.17,2025-04-20T17:27:05+05:30,sports,true,38,4.2
rec-000173,Damaris Gerhold,francescoh@schwartz.info,613.17,2026-03-30T17:27:05+05:30,sports,false,4,1.9
rec-000174,Cassandra Glenn,bustersherman@sullivan.com,381.23,2025-07-30T17:27:05+05:30,furniture,true,28,3.9
rec-000175,Bryana Cormier,zolaherrera@medina.name,755.45,2025-10-04T17:27:05+05:30,electronics,true,44,4.5
rec-000176,Dallin Peters,annabel.jacobs@ingram.com,-115.00,2025-11-09T17:27:05+05:30,automotive,true,85,1.5
rec-000177,Danyka Webb,bryonpadilla@burns.biz,806.49,2024-07-29T17:27:05+05:30,books,false,66,1.1
rec-000178,Christy Nash,armand.dixon@matthews.org,877.60,2026-05-27T17:27:05+05:30,books,true,57,2.4
rec-000179,Nina Stephens,laynemayer@barber.org,437.46,2025-04-26T17:27:05+05:30,automotive,true,64,2.8
rec-000180,Esperanza Powell,cecelia.carpenter@ford.com,963.44,2025-01-19T17:27:05+05:30,health,true,65,2.3
rec-000181,Pauline Rhodes,abdullahwelch@weber.org,145.51,2026-05-11T17:27:05+05:30,toys,true,7,2.1
rec-000182,Adonis Howe,estella-sims@sutton.name,786.34,2026-04-24T17:27:05+05:30,food,true,37,1.6
rec-000183,Eleanore Gibbs,august_schneider@grady.info,91.57,2026-06-06T17:27:05+05:30,food,false,87,1.1
rec-000184,Bryce Zimmerman,mary-horton@ward.info,438.52,2025-12-29T17:27:05+05:30,books,false,37,3.7
rec-000185,Aliyah Morgan,scarletta@ramsey.name,883.38,2025-07-08T17:27:05+05:30,books,true,6,1.5
rec-000186,Meagan Connelly,piercetorres@woods.info,942.03,2024-09-23T17:27:05+05:30,electronics,false,43,1.0
rec-000187,Reginald Morales,cbrekke@lin.org,580.49,2026-06-02T17:27:05+05:30,toys,true,48,1.5
rec-000188,Charles Davidson,carmelmclaughlin@cartwright.org,414.87,2025-04-23T17:27:05+05:30,clothing,true,4,3.2
rec-000189,Lawson Blake,emcclure@grimes.info,940.88,2025-02-03T17:27:05+05:30,furniture,true,61,2.7
rec-000190,King Rice,mario-edwards@hamilton.org,844.78,2025-01-12T17:27:05+05:30,clothing,true,1,5.0
rec-000191,Araceli Mann,nolan.hill@hartmann.com,523.55,2025-05-01T17:27:05+05:30,automotive,true,58,0.6
rec-000192,Dolores Davidson,nathanael.simmons@rogers.name,578.33,2026-05-12T17:27:05+05:30,health,true,23,1.2
rec-000193,Gabe Perkins,aureliareilly@meyer.net,132.22,2026-06-01T17:27:05+05:30,food,true,87,2.5
rec-000194,Karianne Thornton,milanschaefer@miles.com,621.45,2025-12-20T17:27:05+05:30,books,true,79,4.2
rec-000195,Nellie Bayer,kiana.ramirez@ritchie.io,665.02,2025-06-26T17:27:05+05:30,toys,false,75,0.9
rec-000196,Sheila Washington,kobemueller@pierce.name,562.37,2025-10-20T17:27:05+05:30,furniture,true,65,3.5
rec-000197,Derrick Castillo,alexisharrington@sutton.io,534.99,2025-12-22T17:27:05+05:30,toys,true,25,2.1
rec-000198,Delilah Vega,eaustin89@schuster.com,317.69,2025-09-25T17:27:05+05:30,furniture,false,62,2.7
rec-000199,Madelynn Wilson,not-an-email,656.28,2025-02-06T17:27:05+05:30,health,true,80,4.1
rec-000200,Scarlett Dickinson,doyleclayton@thomas.info,465.75,2025-08-18T17:27:05+05:30,electronics,true,56,3.3
rec-000201,Brando Harper,bryon.frazier@ford.biz,413.08,2025-08-20T17:27:05+05:30,electronics,true,17,3.4
rec-000202,Royce Satterfield,paula_conroy@velazquez.org,438.92,2026-06-06T17:27:05+05:30,automotive,true,97,2.0
rec-000203,Emilio Adams,jackgoldner@murphy.io,583.35,2025-12-31T17:27:05+05:30,toys,true,20,1.1
rec-000204,Edna Todd,izabella-fields@klein.net,419.24,2024-07-11T17:27:05+05:30,clothing,true,72,4.9
rec-000205,Austin Moreno,bulahfreeman@grady.io,481.69,2024-08-22T17:27:05+05:30,furniture,true,29,3.9
rec-000206,Lupe Wong,kiera.gordon@reynolds.io,247.96,2025-07-12T17:27:05+05:30,books,true,12,0.3
rec-000207,Sage Gerlach,not-an-email,472.38,2025-06-12T17:27:05+05:30,books,false,21,0.6
rec-000208,Jennifer Rice,cjensen17@schiller.info,899.53,2025-07-18T17:27:05+05:30,toys,true,29,5.0
rec-000209,Madonna Olson,kane_swanson@morris.io,152.69,2025-05-27T17:27:05+05:30,food,true,77,2.8
rec-000210,Jackie Purdy,alta-carpenter@hammond.biz,876.80,2024-07-13T17:27:05+05:30,toys,true,86,0.7
rec-000211,Libby Webster,jamiewalters@abbott.info,3.18,2026-01-22T17:27:05+05:30,automotive,false,83,1.1
rec-000212,Sandy Purdy,kmitchell@cormier.net,909.57,2026-05-22T17:27:05+05:30,health,true,29,1.3
rec-000213,Kara Gerlach,rileyritchie@haley.net,555.12,2025-11-06T17:27:05+05:30,garden,true,65,0.3
rec-000214,Marcos Maldonado,susan_miles@lyons.io,927.51,2026-04-14T17:27:05+05:30,sports,true,38,2.6
rec-000215,Camilla Sparks,jaydensaunders@lind.io,146.42,2025-05-09T17:27:05+05:30,clothing,true,93,3.8
rec-000216,Emmie Hill,meghan.keller@may.biz,51.89,2024-12-15T17:27:05+05:30,toys,true,10,3.1
rec-000217,Kimberly Schroeder,conrad.singleton@walter.info,934.01,2024-12-09T17:27:05+05:30,sports,true,100,2.1
rec-000218,Rico Peterson,emmet.flatley@welch.net,950.75,2024-08-06T17:27:05+05:30,electronics,true,55,1.1
rec-000219,Bailey Webb,lexif@hawkins.io,425.86,2025-04-10T17:27:05+05:30,clothing,true,72,1.4
rec-000220,Karelle Gardner,katrina_brown@mclaughlin.biz,784.22,2024-11-25T17:27:05+05:30,health,false,85,0.9
rec-000221,Greta Cruz,josuetyler@rivera.org,184.80,2026-01-12T17:27:05+05:30,clothing,true,45,4.3
rec-000222,Hilda Howell,agustina.kessler@tillman.info,982.05,2025-01-07T17:27:05+05:30,electronics,true,75,3.3
rec-000223,Owen Tucker,grace.wu@stephens.net,209.02,2026-01-24T17:27:05+05:30,health,true,24,1.5
rec-000224,Krista Grant,breannaray@quigley.com,672.42,2026-03-20T17:27:05+05:30,health,true,61,2.2
rec-000225,Priscilla Stevens,robbiewalter@donnelly.net,728.48,2024-09-08T17:27:05+05:30,electronics,true,45,3.0
rec-000226,Cornell Adams,patrick_cormier@klein.info,308.45,2024-12-19T17:27:05+05:30,books,true,16,0.8
rec-000227,Zola Diaz,leamiller@moore.name,28.70,2026-01-13T17:27:05+05:30,automotive,false,10,2.7
rec-000228,Tomas Harris,nina.santiago@hoffman.biz,797.33,2026-01-16T17:27:05+05:30,furniture,true,82,1.1
rec-000229,Betty Mccarthy,diamond-black@lewis.biz,543.32,2025-10-18T17:27:05+05:30,garden,false,47,1.1
rec-000230,Billy Hackett,floydlawrence@connelly.org,473.17,2026-06-07T17:27:05+05:30,food,false,28,0.1
rec-000231,Santiago Robinson,rbailey@williams.org,790.36,2025-02-28T17:27:05+05:30,books,true,67,2.3
rec-000232,,ellaperkins@davies.biz,263.93,2025-06-16T17:27:05+05:30,sports,true,63,0.4
rec-000233,Kaitlyn Rice,alycecronin@stark.net,111.12,2025-06-15T17:27:05+05:30,health,true,75,0.7
rec-000234,Danyka Lawson,jayme.barrows@hills.org,493.34,2024-07-19T17:27:05+05:30,food,true,40,1.3
rec-000235,Tiffany Schuster,neallucas@jacobson.com,204.98,2026-06-08T17:27:05+05:30,automotive,true,18,2.8
rec-000236,Kara Collins,alexie.watts@peters.net,602.79,2024-07-10T17:27:05+05:30,health,false,3,4.0
