id,name,email,amount,date,category,active,quantity,rating
rec-000050,Bridget Myers,mbarber@garrison.io,398.69,2026-02-23T17:27:05+05:30,books,true,1,3.6
rec-000051,Callie Anderson,jgreen@whitney.info,957.07,2026-04-18T17:27:05+05:30,furniture,true,51,3.3
rec-000052,Eileen Powell,felicity.daniel@graham.biz,280.96,2025-03-03T17:27:05+05:30,clothing,true,72,4.7
rec-000053,Leanne Berry,damion.ball@carter.biz,933.75,2026-06-02T17:27:05+05:30,furniture,false,12,2.2
rec-000054,Nat Manning,ruben-lowe@cormier.io,513.25,2026-01-14T17:27:05+05:30,automotive,true,26,4.7
rec-000055,Alaina Boyer,ellisharrison@schultz.net,310.77,2025-09-29T17:27:05+05:30,food,false,40,4.1
rec-000056,Cora Romero,chyna-grady@quinn.org,89.84,2025-06-22T17:27:05+05:30,automotive,true,24,1.5
rec-000057,Abbey Harper,bretgarcia@berry.info,-739.00,2026-02-01T17:27:05+05:30,books,false,36,0.4
rec-000058,Carissa Hubbard,minervas@wyman.org,451.48,2024-06-29T17:27:05+05:30,health,false,97,3.6
rec-000059,Archibald Goldner,nicholes@lang.io,656.74,2026-03-17T17:27:05+05:30,automotive,false,97,4.5
rec-000060,Danyka Collins,joshua.newman@graham.org,538.90,2024-10-05T17:27:05+05:30,toys,true,87,2.4
rec-000061,Gordon Hughes,grosenbaum@nguyen.info,657.85,2025-06-28T17:27:05+05:30,food,true,41,0.3
rec-000062,Krystal Glover,aiden_graham@watson.net,916.85,2025-01-18T17:27:05+05:30,food,true,97,4.6
rec-000063,Abel Harrington,cfernandez@banks.info,946.99,2025-03-11T17:27:05+05:30,furniture,true,43,2.7
rec-000064,Billy Mendez,shirleyg@norris.info,293.86,2024-11-26T17:27:05+05:30,health,false,27,0.6
rec-000065,Coy Mason,hallekeller@fisher.biz,876.31,2025-10-07T17:27:05+05:30,clothing,true,2,2.1
rec-000066,Alphonso Reid,alfmedina@nicolas.biz,796.66,2024-07-30T17:27:05+05:30,electronics,false,2,2.2
rec-000067,Alia Ray,mohammedm@henderson.biz,263.28,2025-01-13T17:27:05+05:30,books,true,50,3.7
rec-000068,Elisabeth Padilla,sonyagoldner@wood.info,880.09,2024-06-20T17:27:05+05:30,health,false,78,3.9
rec-000069,Sandra Purdy,jadegill@stone.name,502.19,2024-09-10T17:27:05+05:30,clothing,true,94,2.1
rec-000070,Alysha Hopkins,mustafa.sutton@silva.info,219.22,2026-03-29T17:27:05+05:30,garden,true,76,1.3
rec-000071,Sharon Lowe,collin_dickinson75@ritchie.net,128.80,2025-01-22T17:27:05+05:30,garden,true,37,2.3
rec-000072,Derick Mitchell,leanne.price@pierce.com,508.01,2024-12-02T17:27:05+05:30,furniture,true,64,4.5
rec-000073,Arthur Turner,dinot@willis.biz,536.30,2025-07-14T17:27:05+05:30,toys,true,6,2.4
rec-000074,Nathan Gottlieb,dayanaberry5@cruz.net,918.50,2025-12-19T17:27:05+05:30,sports,true,57,0.4
rec-000075,Joan Friesen,jessm87@ellis.io,708.61,2024-09-30T17:27:05+05:30,food,true,91,3.5
rec-000076,Mike Towne,fernandomartin@lane.net,131.81,2024-09-26T17:27:05+05:30,toys,true,25,3.8
rec-000077,Kody Dunn,maciegarza@cummings.org,153.66,2026-03-22T17:27:05+05:30,furniture,false,60,3.5
rec-000078,Coy Cormier,claresingh7@casper.info,569.43,2024-07-24T17:27:05+05:30,toys,true,15,3.4
rec-000079,Phoebe Stark,esther.hoffman@payne.com,942.67,2025-12-26T17:27:05+05:30,health,true,7,1.6
rec-000080,Cesar Bayer,harry_farrell@clay.net,447.58,2024-07-13T17:27:05+05:30,toys,true,46,1.1
rec-000081,Sebastian McClure,ashlyl@mckenzie.org,716.29,2025-05-08T17:27:05+05:30,toys,true,13,1.6
rec-000082,Coralie Williams,ashtonschwartz@beatty.com,500.44,2025-07-17T17:27:05+05:30,health,true,59,0.9
rec-000083,Marianne Guzman,tysongreen@diaz.info,155.56,2026-05-02T17:27:05+05:30,electronics,true,32,1.5
rec-000084,Alessandro Gordon,melvinortega@robinson.biz,92.71,2024-09-03T17:27:05+05:30,health,true,73,4.7
rec-000085,Kristin Barnett,estella.todd@mertz.name,241.88,2025-07-24T17:27:05+05:30,garden,true,44,0.3
rec-000086,Asia Lind,tomk@watson.com,927.91,2026-04-11T17:27:05+05:30,electronics,true,98,5.0
rec-000087,Emmanuel Owen,kasandradeckow@morris.net,984.01,2025-10-27T17:27:05+05:30,food,true,92,2.7
rec-000088,Arianna Dietrich,herman.byrd@rath.net,968.01,2024-10-04T17:27:05+05:30,furniture,false,77,1.7
rec-000089,Raegan Tucker,ejohnson@howard.org,885.73,2025-04-18T17:27:05+05:30,food,true,29,0.3
rec-000090,Jayme Herman,annievaldez@knight.net,-82.00,2024-12-03T17:27:05+05:30,garden,true,51,4.7
rec-000091,Alessandra Watkins,garrylove@hills.info,840.49,2026-03-22T17:27:05+05:30,food,false,5,2.7
rec-000092,Cordelia Lowe,arithornton@sutton.org,174.81,2025-12-03T17:27:05+05:30,garden,true,82,0.8
rec-000093,Chance Price,laurel.crawford46@yates.info,809.84,2024-11-10T17:27:05+05:30,toys,true,62,1.4
rec-000094,Calista Villarreal,tstone@carpenter.biz,951.09,2025-04-15T17:27:05+05:30,books,true,41,1.3
rec-000095,Shea Cole,lionel.reilly59@weaver.com,123.15,2026-06-04T17:27:05+05:30,sports,false,79,0.6
rec-000096,Zoe Brown,joaquingoodwin@carter.net,210.55,2025-07-12T17:27:05+05:30,electronics,true,31,3.3
rec-000097,Bianka Moreno,cecile-wolff@spencer.info,686.68,2025-10-20T17:27:05+05:30,garden,true,19,3.1
rec-000098,Blaise Barrows,bsandoval@yates.info,476.09,2026-01-17T17:27:05+05:30,automotive,true,74,4.7
rec-000099,Marjorie Mertz,angiewolff@davidson.info,464.71,2024-11-23T17:27:05+05:30,food,true,77,4.7
rec-000100,Cortney Vaughn,ethansatterfield@dixon.io,11.32,2024-09-04T17:27:05+05:30,electronics,false,9,0.2
rec-000101,Stephanie Haley,karelle_collins@vargas.name,943.55,2024-09-13T17:27:05+05:30,furniture,true,8,0.5
rec-000102,Amelia Medina,camila.thomas@holmes.com,825.93,2025-08-25T17:27:05+05:30,toys,true,70,2.6
rec-000103,Braeden Rodriguez,hollis.lamb@jensen.com,19.22,2024-12-30T17:27:05+05:30,toys,true,25,4.7
rec-000104,Christophe Larkin,cwood@dixon.org,163.95,2026-02-28T17:27:05+05:30,clothing,false,35,0.7
rec-000105,Federico Patterson,enidmarsh@rice.info,550.74,2026-05-11T17:27:05+05:30,toys,true,86,3.3
rec-000106,Anne Kessler,josefa.gibson@murphy.org,680.95,2026-05-13T17:27:05+05:30,electronics,true,89,2.2
rec-000107,Albertha Li,awalsh@valdez.com,291.16,2026-04-13T17:27:05+05:30,electronics,true,66,4.7
rec-000108,Justice Wilcox,curtis_herman@lindgren.biz,916.54,2025-11-11T17:27:05+05:30,furniture,true,52,1.1
rec-000109,Deborah Sanders,mmarquardt@king.info,919.60,2025-01-21T17:27:05+05:30,electronics,true,74,0.4
rec-000110,Kristy Nolan,darrionmiller@rutherford.org,521.05,2025-10-08T17:27:05+05:30,clothing,true,13,2.2
rec-000111,Art Henry,emersont87@grimes.io,415.44,2024-11-20T17:27:05+05:30,garden,false,34,0.5
rec-000112,Brennan Waters,kayleyhenderson@graves.name,208.08,2025-12-04T17:27:05+05:30,sports,true,52,5.0
rec-000113,Cara Burns,roberta.kelly@baldwin.com,89.76,2024-12-31T17:27:05+05:30,garden,true,49,3.1
rec-000114,Emmie Lambert,greggnolan@haley.org,370.23,2025-10-14T17:27:05+05:30,furniture,true,88,1.4
rec-000115,Cynthia Dooley,roxannemaldonado@johnston.info,618.64,2025-03-29T17:27:05+05:30,furniture,true,10,2.4
rec-000116,Diamond Hamilton,randyg@gilbert.biz,672.44,2024-07-17T17:27:05+05:30,food,false,10,0.2
rec-000117,Amie Atkins,colth@vincent.io,558.48,2025-10-15T17:27:05+05:30,clothing,true,88,3.2
rec-000118,Tomas Dixon,janis.gibson@towne.info,630.83,2024-10-10T17:27:05+05:30,books,true,14,0.2
rec-000119,Will Nelson,quincyc@glover.io,701.43,2024-11-19T17:27:05+05:30,health,false,3,2.1
rec-000120,Joseph Wilcox,gene.stevens@satterfield.biz,512.64,2025-03-17T17:27:05+05:30,toys,true,54,1.0
rec-000121,Adriana Perkins,dustin.bernhard@singleton.name,668.78,2024-11-07T17:27:05+05:30,electronics,true,14,2.3
rec-000122,Isaiah Nash,brooklynfarrell@davies.org,291.64,2026-03-25T17:27:05+05:30,sports,false,2,0.8
rec-000123,Lenny Larson,alvena_davies@marshall.name,168.58,2025-07-26T17:27:05+05:30,health,false,54,1.5
rec-000124,Mia Lawson,marcdavis@ryan.com,301.52,2026-02-06T17:27:05+05:30,toys,true,18,0.4
rec-000125,Ramona Auer,savannahhernandez@johnston.io,56.21,2026-04-22T17:27:05+05:30,books,true,19,3.1
rec-000126,Oliver Joseph,jairo-snyder@fields.info,920.00,2025-09-18T17:27:05+05:30,sports,true,87,2.5
rec-000127,Dena Marks,mshields@singleton.biz,786.52,2025-04-29T17:27:05+05:30,,true,30,4.8
rec-000128,Judge Franklin,sofia.collins@butler.biz,556.34,2024-07-12T17:27:05+05:30,automotive,false,25,2.3
rec-000129,Mikayla Cunningham,earline.butler@valencia.com,964.12,2026-03-05T17:27:05+05:30,clothing,true,56,0.2
rec-000130,Brenden Watkins,callie.owens@griffin.com,146.14,2025-11-27T17:27:05+05:30,furniture,true,69,0.5
rec-000131,Brandy Hammond,darianarichards@douglas.com,756.83,2024-07-19T17:27:05+05:30,garden,true,80,3.6
rec-000132,Afton Casper,shannacrawford@satterfield.io,849.50,2025-04-20T17:27:05+05:30,health,true,95,0.5
rec-000133,Mohamed Mitchell,marion.rodriguez@goldner.net,978.92,2024-11-18T17:27:05+05:30,health,true,25,4.3
rec-000134,Sebastian Adams,johnnylawrence@towne.biz,-213.00,2024-10-16T17:27:05+05:30,clothing,true,77,1.9
rec-000135,Joanny Ford,alana.flatley@hansen.io,430.93,2025-03-25T17:27:05+05:30,,true,59,3.6
rec-000136,Eddie Mitchell,emilec@howard.net,22.83,2026-06-10T17:27:05+05:30,food,true,69,2.2
rec-000137,Gunner Hopkins,gabezimmerman@larkin.name,575.46,2024-07-17T17:27:05+05:30,garden,true,30,1.2
rec-000138,Maya Auer,maxinebernhard@coleman.info,464.18,2025-06-01T17:27:05+05:30,furniture,false,17,1.8
rec-000139,Ken Owen,manuelstevens@carr.org,858.12,2025-12-17T17:27:05+05:30,garden,true,21,3.1
rec-000140,Hubert Velazquez,robertagraham@meyer.info,163.30,2025-03-19T17:27:05+05:30,toys,true,41,4.7
rec-000141,Zoey Oliver,corrineaustin9@ross.name,369.64,2025-06-27T17:27:05+05:30,books,false,21,4.5
rec-000142,Russell Gross,ezequiel-fernandez@wiggins.net,65.72,2024-07-10T17:27:05+05:30,food,true,48,0.2
rec-000143,Adella Ryan,emilydaniels@gomez.io,273.94,2026-06-07T17:27:05+05:30,books,false,7,4.7
rec-000144,Kristian Bryant,constance.coleman@santiago.info,133.53,2025-11-06T17:27:05+05:30,food,true,34,0.3
rec-000145,Rene Wells,lolaj@rowe.net,551.15,2024-10-29T17:27:05+05:30,health,true,12,3.7
rec-000146,Kyla Mcdonald,jmorales@lopez.org,299.16,2024-08-24T17:27:05+05:30,health,true,80,5.0
rec-000147,Madisen Cunningham,savannah.hernandez@walters.org,347.53,2025-12-07T17:27:05+05:30,automotive,true,65,5.0
rec-000148,Alva Dean,aminacormier@kim.net,730.47,2025-06-23T17:27:05+05:30,automotive,true,2,0.2
rec-000149,Roxanne Cook,gordonwalton@jenkins.biz,165.57,2025-11-14T17:27:05+05:30,automotive,true,21,4.6
rec-000150,Jaqueline Stark,ddavidson@goldner.info,763.52,2025-12-23T17:27:05+05:30,food,true,16,4.5
rec-000151,Louisa Kelly,lloydvargas@franklin.org,536.23,2024-11-28T17:27:05+05:30,health,true,50,0.1
rec-000152,Carmen Higgins,marionwalker@bailey.io,522.90,2025-02-19T17:27:05+05:30,food,true,48,3.4
rec-000153,Corrine Scott,stellakoch6@goldner.io,122.39,2024-12-02T17:27:05+05:30,automotive,true,53,4.1
rec-000154,Muhammad Berry,hwyman@wood.net,975.52,2026-04-18T17:27:05+05:30,furniture,true,84,1.6
rec-000155,Chance Schiller,chelseymarquardt@gerlach.biz,482.83,2025-05-16T17:27:05+05:30,garden,true,71,3.3
rec-000156,Esteban Sims,jaustin@fisher.info,628.51,2025-03-26T17:27:05+05:30,books,true,46,4.3
rec-000157,Greta Pena,dominiquedoyle@young.biz,995.82,2025-06-29T17:27:05+05:30,toys,true,18,4.7
rec-000158,Dolly King,jo_hanson@richards.com,653.14,2026-04-15T17:27:05+05:30,clothing,true,60,3.5
rec-000159,Ramona Santiago,forestfletcher@lopez.org,48.79,2025-11-15T17:27:05+05:30,furniture,true,53,0.5
rec-000160,Dayana Klein,richiet@schaefer.net,948.07,2025-06-08T17:27:05+05:30,books,true,69,3.2
rec-000161,Amy Rhodes,matkinson@shields.biz,760.80,2024-07-14T17:27:05+05:30,furniture,true,96,2.5
rec-000162,Octavia Sandoval,cswanson@mertz.io,708.42,2025-12-25T17:27:05+05:30,clothing,true,42,3.7
rec-000163,Alexa Evans,matt-stephens@fleming.name,355.56,2024-11-30T17:27:05+05:30,garden,true,58,1.9
rec-000164,Caleigh Miles,chancemanning10@nicolas.org,125.17,2024-12-30T17:27:05+05:30,health,true,37,2.0
rec-000165,Dustin Sullivan,oaustin@bayer.org,611.55,2025-02-28T17:27:05+05:30,automotive,false,20,0.1
rec-000166,Ruth Payne,edenkling@kelly.biz,297.35,2026-03-29T17:27:05+05:30,clothing,true,77,2.7
rec-000167,Levi Collier,christa_clark@chapman.biz,148.84,2025-04-11T17:27:05+05:30,clothing,true,80,3.9
rec-000168,Amparo Freeman,tamarabrekke@hubbard.info,381.94,2024-09-30T17:27:05+05:30,furniture,true,98,2.6
rec-000169,Lela Fuller,amberwolfe@craig.io,572.08,2025-11-15T17:27:05+05:30,automotive,true,48,3.7
rec-000170,Damion Clark,fabiansanders@jacobi.com,572.48,2024-11-12T17:27:05+05:30,furniture,false,45,3.4
rec-000171,Gaylord Lind,danjohnson@vargas.info,409.73,2026-02-12T17:27:05+05:30,health,true,87,3.3
rec-000172,Devin Greene,caylanolan@bernhard.biz,-121.00,2026-05-03T17:27:05+05:30,health,true,49,0.3
rec-000173,Dessie Kling,cullen-harper@reese.io,878.67,2026-01-17T17:27:05+05:30,automotive,false,17,4.7
rec-000174,Gunnar Hawkins,giovani.fox@rogers.com,712.35,2025-04-09T17:27:05+05:30,automotive,false,49,0.8
rec-000175,Patricia Barrows,chasity.ford@cooper.io,586.65,2024-08-11T17:27:05+05:30,food,true,21,2.4
rec-000176,Jeremy Lynch,anastasiaquigley@olson.biz,592.77,2025-07-08T17:27:05+05:30,sports,true,79,0.3
rec-000177,Alyson Ramsey,sandy.zimmerman@henry.info,695.74,2026-03-04T17:27:05+05:30,toys,true,79,0.2
rec-000178,Concepcion Wolff,enoch.hansen@lin.org,351.97,2025-02-14T17:27:05+05:30,electronics,true,48,3.0
rec-000179,Maya Cooper,karellesummers@holland.org,292.10,2024-09-19T17:27:05+05:30,automotive,true,62,0.7
rec-000180,Ed Higgins,hanna.mckenzie@jacobs.io,303.32,2024-11-24T17:27:05+05:30,clothing,true,71,2.6
rec-000181,Casey Raynor,lorena.stanton@rivera.name,363.69,2025-03-15T17:27:05+05:30,sports,false,91,4.8
rec-000182,Ardella Reynolds,moshe.hopkins@bates.net,382.48,2025-01-07T17:27:05+05:30,automotive,true,44,0.3
rec-000183,Lori Hills,gideon.gordon@monahan.io,317.79,2025-07-07T17:27:05+05:30,garden,true,37,1.0
rec-000184,Emmet Frazier,pete_ellis@bergstrom.net,832.76,2025-10-22T17:27:05+05:30,garden,true,94,1.4
rec-000185,Brady Schaefer,josievillarreal@richards.info,766.52,2025-11-03T17:27:05+05:30,books,true,15,2.5
rec-000186,Braxton Fletcher,jabaristrong@craig.org,149.51,2025-10-29T17:27:05+05:30,food,true,24,1.8
rec-000187,Rigoberto Todd,darrickwalsh71@fernandez.org,851.68,2025-04-26T17:27:05+05:30,books,true,7,1.4
rec-000188,Kaylee Gislason,emilia.wilkinson@sherman.net,537.56,2025-04-12T17:27:05+05:30,toys,true,32,1.6
rec-000189,Joany Welch,fbell@marvin.com,214.39,2025-07-10T17:27:05+05:30,health,false,36,4.1
rec-000190,Clementine Abernathy,jakesolomon@baker.com,487.10,2025-04-08T17:27:05+05:30,sports,true,41,3.9
rec-000191,Alan Lucas,gail_townsend@chen.biz,491.83,2025-08-01T17:27:05+05:30,books,true,39,1.2
rec-000192,Charlotte Moore,lizzie-navarro@leffler.biz,50.05,2025-03-08T17:27:05+05:30,garden,true,29,0.9
rec-000193,Randall Thompson,aniyagross@wiley.info,230.96,2024-09-27T17:27:05+05:30,clothing,true,83,4.0
rec-000194,Annie Hanson,bellahammond@dunn.biz,410.15,2025-12-07T17:27:05+05:30,clothing,true,79,2.0
rec-000195,Lacey Martin,caitlynsaunders@lamb.io,420.92,2026-03-10T17:27:05+05:30,furniture,true,88,3.5
rec-000196,Ashtyn Fernandez,myrnag@valencia.name,356.13,2024-12-19T17:27:05+05:30,food,true,2,3.2
rec-000197,Devin Silva,alyshalucas@jensen.io,961.33,2025-03-04T17:27:05+05:30,automotive,true,94,1.0
rec-000198,Diamond Becker,vberge@leffler.info,13.43,2025-12-04T17:27:05+05:30,furniture,true,63,4.6
rec-000199,Santiago McLaughlin,macy.cunningham@tucker.net,935.42,2024-11-01T17:27:05+05:30,electronics,true,87,4.7
rec-000200,Easton Bell,maxwyatt@blake.org,73.58,2024-09-14T17:27:05+05:30,health,true,50,3.9
rec-000201,Ezekiel Morrison,colt-harris@holt.net,369.47,2026-06-16T17:27:05+05:30,sports,true,10,2.3
rec-000202,Gerald Banks,kurt.taylor@harrison.io,408.67,2025-07-27T17:27:05+05:30,health,false,8,1.9
rec-000203,Evelyn Jones,aidancartwright@duncan.org,690.44,2026-04-18T17:27:05+05:30,clothing,true,65,2.3
rec-000204,Kayley Howell,judeh@franklin.com,102.79,2026-05-27T17:27:05+05:30,food,true,18,1.0
rec-000205,Danyka George,carterg@boyer.io,863.10,2024-12-31T17:27:05+05:30,garden,true,21,0.3
rec-000206,Lloyd Bogan,asarutherford@ferguson.biz,707.70,2025-09-28T17:27:05+05:30,health,true,68,4.1
rec-000207,Rita Gerhold,charlie.castillo72@santos.info,480.23,2025-04-06T17:27:05+05:30,electronics,false,1,2.0
rec-000208,Bo Daugherty,marvinsmith@paul.net,701.37,2025-05-16T17:27:05+05:30,electronics,true,35,1.4
rec-000209,Addie Douglas,augustusrose57@connelly.org,920.12,2025-02-26T17:27:05+05:30,garden,true,87,3.7
rec-000210,Libby Conroy,efuller@norman.org,173.85,2025-02-16T17:27:05+05:30,electronics,true,36,4.9
rec-000211,Lorenzo Edwards,darryl.guzman@yost.org,540.48,2024-07-30T17:27:05+05:30,garden,true,50,1.0
rec-000212,Agustina Larkin,kiley.olson@schroeder.com,112.83,2025-08-10T17:27:05+05:30,food,true,94,0.9
rec-000213,Bret Muller,alta.carr@rose.org,60.93,2025-08-29T17:27:05+05:30,automotive,true,49,2.2
rec-000214,Dora Glover,benjamin.ritchie@rosenbaum.net,306.51,2024-09-04T17:27:05+05:30,garden,false,45,4.9
rec-000215,Lea Jacobi,ella.dixon@bergstrom.net,556.90,2025-03-24T17:27:05+05:30,toys,true,34,0.4
rec-000216,River Towne,halliegrimes@wolf.org,5.41,2024-10-08T17:27:05+05:30,electronics,true,100,0.8
rec-000217,Willa Wade,mjacobs@burns.name,108.80,2026-05-13T17:27:05+05:30,electronics,false,28,1.6
rec-000218,Beatrice Stark,andersonwallace@wu.org,305.13,2024-09-16T17:27:05+05:30,sports,true,8,1.1
rec-000219,Veronica Flatley,christine.diaz55@owens.org,282.25,2025-04-25T17:27:05+05:30,food,true,96,2.1
rec-000220,,dhunter@rath.info,496.82,2025-07-13T17:27:05+05:30,health,false,20,1.8
rec-000221,Micah Shields,corbinhoward@owen.io,589.15,2024-08-31T17:27:05+05:30,automotive,true,23,2.5
rec-000222,Kassandra Baldwin,amparo.fernandez@lamb.biz,578.26,2025-12-21T17:27:05+05:30,automotive,true,93,0.6
rec-000223,Christopher Gleichner,breed@george.org,332.42,2025-01-25T17:27:05+05:30,garden,true,3,4.2
rec-000224,Lolita Grady,alaynalee99@jimenez.com,812.86,2025-11-16T17:27:05+05:30,books,true,58,0.7
rec-000225,Aleen Holmes,maynardcox95@lawrence.name,843.96,2025-06-13T17:27:05+05:30,toys,true,100,4.3
rec-000226,Susan Sparks,daisha.phillips@simmons.com,322.76,2025-05-15T17:27:05+05:30,automotive,true,11,1.4
rec-000227,Paige Cummings,jamisonmarshall@larson.com,503.17,2024-09-02T17:27:05+05:30,health,true,54,3.6
rec-000228,Arlene Kuhn,barbaraschuster@kessler.name,172.25,2026-02-12T17:27:05+05:30,food,true,66,0.9
rec-000229,Shea Hoffman,jesusrowe@christiansen.com,830.50,2025-01-27T17:27:05+05:30,sports,true,16,0.2
rec-000230,Keeley Cruz,henrirobertson@li.org,911.57,2024-07-21T17:27:05+05:30,books,true,7,2.5
rec-000231,Christina Swift,cathyherzog91@atkins.com,417.54,2025-11-01T17:27:05+05:30,food,true,59,3.1
rec-000232,Madeline Heller,madelinegreen@freeman.io,441.19,2026-02-11T17:27:05+05:30,garden,true,90,2.4
rec-000233,Jennie Thornton,audreyd@johnston.io,907.28,2024-06-23T17:27:05+05:30,food,false,74,3.2
rec-000234,Esperanza Walker,elton.gray@hunt.net,300.17,2024-11-17T17:27:05+05:30,toys,true,10,1.3
